Ngày,Đóng cửa,Mở,Cao,Thấp,KL,% Thay đổi
02/01/2014,"4,089.0","4,259.0","4,259.0","4,089.0",3.75K,5.50%
31/12/2013,"3,876.0","3,876.0","3,876.0","3,876.0",0.75K,1.12%
30/12/2013,"3,833.0","3,918.0","3,918.0","3,833.0",3.15K,0.00%
27/12/2013,"3,833.0","3,833.0","4,046.0","3,748.0",7.50K,-6.26%
26/12/2013,"4,089.0","4,174.0","4,174.0","4,089.0",4.50K,-56.96%
25/12/2013,"9,500.0","9,500.0","9,500.0","9,500.0",,123.06%
24/12/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.75K,0.00%
12/12/2013,"4,259.0","4,259.0","4,259.0","4,259.0",2.70K,4.16%
05/12/2013,"4,089.0","4,089.0","4,089.0","4,089.0",0.75K,0.00%
04/12/2013,"4,089.0","3,918.0","4,089.0","3,918.0",1.05K,0.00%
03/12/2013,"4,089.0","4,089.0","4,089.0","4,089.0",0.15K,-5.87%
26/11/2013,"4,344.0","4,259.0","4,344.0","4,174.0",1.95K,2.00%
25/11/2013,"4,259.0","4,259.0","4,259.0","4,259.0",1.50K,0.00%
21/11/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.60K,5.26%
20/11/2013,"4,046.0","4,174.0","4,174.0","4,046.0",0.45K,-5.00%
12/11/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.30K,0.00%
01/11/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.15K,0.00%
28/10/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.15K,0.00%
23/10/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.15K,6.37%
22/10/2013,"4,004.0","3,961.0","4,004.0","3,961.0",0.45K,0.00%
18/10/2013,"4,004.0","4,004.0","4,004.0","4,004.0",0.15K,9.31%
17/10/2013,"3,663.0","3,705.0","3,705.0","3,663.0",1.50K,0.00%
16/10/2013,"3,663.0","3,663.0","3,663.0","3,663.0",0.15K,-9.47%
15/10/2013,"4,046.0","4,046.0","4,046.0","4,046.0",0.30K,0.00%
10/10/2013,"4,046.0","4,089.0","4,089.0","4,046.0",2.10K,-5.00%
08/10/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.42K,0.00%
07/10/2013,"4,259.0","4,259.0","4,259.0","4,259.0",1.50K,0.00%
30/09/2013,"4,259.0","4,344.0","4,344.0","4,259.0",1.95K,0.00%
27/09/2013,"4,259.0","4,259.0","4,259.0","4,259.0",0.15K,7.52%
25/09/2013,"3,961.0","3,961.0","3,961.0","3,961.0",0.15K,-8.82%
24/09/2013,"4,344.0","4,344.0","4,344.0","4,344.0",0.15K,4.07%
11/09/2013,"4,174.0","4,174.0","4,174.0","4,174.0",1.50K,0.00%
09/09/2013,"4,174.0","4,174.0","4,174.0","4,174.0",0.15K,-9.26%
09/08/2013,"4,600.0","4,600.0","4,600.0","4,600.0",0.30K,0.94%
05/08/2013,"4,557.0","4,557.0","4,557.0","4,557.0",0.15K,8.09%
02/08/2013,"4,216.0","4,216.0","4,216.0","4,216.0",0.15K,9.99%
30/07/2013,"3,833.0","3,833.0","3,876.0","3,833.0",1.20K,0.00%
29/07/2013,"3,833.0","4,259.0","4,259.0","3,833.0",2.10K,-9.08%
26/07/2013,"4,216.0","4,216.0","4,216.0","4,216.0",0.15K,-7.48%
25/07/2013,"4,557.0","4,557.0","4,557.0","4,557.0",1.50K,0.00%
24/07/2013,"4,557.0","4,515.0","4,557.0","4,515.0",1.20K,0.00%
22/07/2013,"4,557.0","4,557.0","4,557.0","4,557.0",1.95K,9.18%
19/07/2013,"4,174.0","4,174.0","4,174.0","4,174.0",0.15K,-7.55%
18/07/2013,"4,515.0","4,515.0","4,515.0","4,515.0",0.15K,-8.62%
17/07/2013,"4,941.0","4,941.0","4,941.0","4,941.0",0.15K,-9.37%
16/07/2013,"5,452.0","5,452.0","5,452.0","5,452.0",0.15K,0.00%
08/07/2013,"5,452.0","5,452.0","5,452.0","5,452.0",0.60K,-6.56%
04/07/2013,"5,835.0","5,835.0","5,835.0","5,835.0",0.15K,9.60%
26/06/2013,"5,324.0","5,324.0","5,324.0","5,324.0",1.50K,3.32%
25/06/2013,"5,153.0","4,216.0","5,153.0","4,216.0",15.15K,9.99%
21/06/2013,"4,685.0","4,685.0","4,685.0","4,685.0",0.15K,10.00%
20/06/2013,"4,259.0","4,259.0","4,259.0","4,259.0",9.30K,1.02%
18/06/2013,"4,216.0","4,216.0","4,216.0","4,216.0",0.15K,-10.01%
17/06/2013,"4,685.0","4,685.0","4,685.0","4,685.0",0.15K,-8.33%
13/06/2013,"5,111.0","4,728.0","5,111.0","4,728.0",0.90K,0.00%
12/06/2013,"5,111.0","5,111.0","5,111.0","5,111.0",0.15K,-8.39%
11/06/2013,"5,579.0","5,579.0","5,579.0","5,579.0",0.15K,-9.67%
07/06/2013,"6,176.0","6,176.0","6,176.0","6,176.0",0.15K,-6.45%
04/06/2013,"6,602.0","6,602.0","6,602.0","6,602.0",1.35K,-8.28%
31/05/2013,"7,198.0","6,346.0","7,198.0","6,346.0",0.30K,2.43%
30/05/2013,"7,027.0","7,027.0","7,027.0","7,027.0",4.20K,-7.83%
29/05/2013,"7,624.0","7,624.0","7,624.0","7,624.0",0.15K,9.15%
27/05/2013,"6,985.0","6,985.0","6,985.0","6,985.0",0.15K,9.33%
07/05/2013,"6,389.0","6,389.0","6,389.0","6,389.0",0.30K,0.00%
02/05/2013,"6,389.0","6,788.0","6,788.0","6,389.0",1.35K,0.00%
25/04/2013,"6,389.0","6,389.0","6,389.0","6,389.0",0.60K,8.84%
12/04/2013,"5,870.0","6,429.0","6,429.0","5,870.0",2.55K,0.00%
26/03/2013,"5,870.0","5,870.0","5,870.0","5,870.0",0.15K,8.91%
06/03/2013,"5,390.0","5,390.0","5,390.0","5,390.0",0.60K,0.00%
20/02/2013,"5,390.0","5,390.0","5,390.0","5,390.0",0.15K,0.00%
31/01/2013,"5,390.0","5,390.0","5,390.0","5,390.0",0.15K,9.75%
27/12/2012,"4,911.0","4,911.0","4,911.0","4,911.0",0.15K,6.95%
26/12/2012,"4,592.0","4,592.0","4,592.0","4,592.0",0.15K,6.49%
25/12/2012,"4,312.0","4,312.0","4,312.0","4,312.0",0.15K,6.92%
03/12/2012,"4,033.0","4,033.0","4,033.0","4,033.0",0.15K,-6.47%
30/11/2012,"4,312.0","4,312.0","4,312.0","4,312.0",0.15K,6.92%
29/11/2012,"4,033.0","4,033.0","4,033.0","4,033.0",0.15K,-6.47%
27/11/2012,"4,312.0","3,753.0","4,312.0","3,753.0",0.45K,6.92%
26/11/2012,"4,033.0","3,793.0","4,033.0","3,594.0",0.60K,6.33%
23/11/2012,"3,793.0","3,793.0","3,793.0","3,793.0",0.15K,0.00%
12/11/2012,"3,793.0","3,793.0","3,793.0","3,793.0",1.95K,6.72%
22/10/2012,"3,554.0","3,793.0","3,793.0","3,554.0",4.35K,-6.30%
16/10/2012,"3,793.0","3,793.0","3,793.0","3,793.0",0.15K,-6.87%
15/10/2012,"4,073.0","4,073.0","4,073.0","4,073.0",0.15K,-6.41%
12/10/2012,"4,352.0","4,352.0","4,352.0","4,352.0",0.75K,-6.85%
11/10/2012,"4,672.0","4,791.0","4,791.0","4,672.0",0.30K,-6.39%
26/07/2012,"4,991.0","4,991.0","4,991.0","4,991.0",0.75K,4.17%
23/07/2012,"4,791.0","4,791.0","4,791.0","4,791.0",0.30K,0.00%
16/07/2012,"4,791.0","4,791.0","4,791.0","4,791.0",0.15K,-2.44%
06/07/2012,"4,911.0","4,911.0","4,911.0","4,911.0",0.15K,0.00%
25/06/2012,"4,911.0","4,911.0","4,911.0","4,911.0",0.75K,-6.83%
20/06/2012,"5,271.0","5,271.0","5,271.0","5,271.0",0.30K,1.54%
19/06/2012,"5,191.0","5,191.0","5,191.0","5,191.0",0.15K,6.57%
14/06/2012,"4,871.0","4,552.0","5,191.0","4,552.0",0.45K,0.00%
12/06/2012,"4,871.0","5,231.0","5,231.0","4,871.0",0.45K,-6.88%
08/06/2012,"5,231.0","5,231.0","5,231.0","5,231.0",0.75K,-5.75%
07/06/2012,"5,550.0","5,550.0","5,550.0","5,550.0",0.75K,6.10%
25/05/2012,"5,231.0","4,871.0","5,231.0","4,871.0",0.45K,0.00%
21/05/2012,"5,231.0","4,871.0","5,231.0","4,871.0",0.30K,0.00%
11/05/2012,"5,231.0","5,231.0","5,231.0","5,231.0",0.30K,0.00%
10/05/2012,"5,231.0","5,231.0","5,231.0","5,231.0",0.15K,0.00%
09/05/2012,"5,231.0","5,231.0","5,231.0","5,231.0",0.15K,0.00%
03/05/2012,"5,231.0","5,231.0","5,231.0","5,231.0",0.15K,0.00%
02/05/2012,"5,231.0","5,231.0","5,231.0","5,231.0",1.50K,-6.42%
19/04/2012,"5,590.0","5,590.0","5,590.0","5,590.0",0.75K,0.00%
13/04/2012,"5,590.0","5,590.0","5,590.0","5,590.0",0.15K,5.25%
12/04/2012,"5,311.0","5,311.0","5,311.0","5,311.0",1.50K,5.57%
09/04/2012,"5,031.0","4,392.0","5,031.0","4,392.0",0.60K,6.77%
05/04/2012,"4,712.0","4,712.0","4,712.0","4,712.0",0.15K,-6.34%
26/03/2012,"5,031.0","5,031.0","5,031.0","5,031.0",0.45K,1.62%
21/03/2012,"4,951.0","4,951.0","4,951.0","4,951.0",0.30K,0.00%
19/03/2012,"4,951.0","4,951.0","4,951.0","4,951.0",1.50K,0.00%
16/03/2012,"4,951.0","4,911.0","4,951.0","4,911.0",3.45K,-6.07%
09/03/2012,"5,271.0","5,271.0","5,271.0","5,271.0",1.50K,0.00%
06/03/2012,"5,271.0","5,271.0","5,271.0","5,271.0",0.15K,6.46%
02/03/2012,"4,951.0","4,991.0","4,991.0","4,951.0",1.05K,-6.78%
28/02/2012,"5,311.0","5,311.0","5,311.0","5,311.0",0.30K,-6.99%
23/02/2012,"5,710.0","5,710.0","5,710.0","5,710.0",1.50K,5.94%
22/02/2012,"5,390.0","5,283.0","5,390.0","5,283.0",2.25K,2.03%
21/02/2012,"5,283.0","5,283.0","5,283.0","5,283.0",3.75K,5.01%
17/02/2012,"5,031.0","4,887.0","5,031.0","4,887.0",0.30K,6.05%
16/02/2012,"4,744.0","4,744.0","4,744.0","4,744.0",0.60K,3.94%
15/02/2012,"4,564.0","4,564.0","4,564.0","4,564.0",1.20K,6.74%
14/02/2012,"4,276.0","4,276.0","4,276.0","4,276.0",0.15K,5.29%
13/02/2012,"4,061.0","4,061.0","4,061.0","4,061.0",0.15K,2.73%
10/02/2012,"3,953.0","3,917.0","3,953.0","3,917.0",2.10K,3.78%
10/01/2012,"3,809.0","3,809.0","3,809.0","3,809.0",5.25K,0.00%
05/01/2012,"3,809.0","3,809.0","3,809.0","3,809.0",0.45K,0.00%
