Ngày,Đóng cửa,Mở,Cao,Thấp,KL,% Thay đổi
30/12/2022,"13,500.0","13,100.0","13,500.0","13,100.0",13.30K,-6.90%
29/12/2022,"14,500.0","14,700.0","14,700.0","14,500.0",1.10K,0.69%
28/12/2022,"14,400.0","14,400.0","14,400.0","14,400.0",0.10K,2.86%
27/12/2022,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,6.06%
26/12/2022,"13,200.0","13,200.0","13,200.0","13,200.0",0.40K,-9.59%
21/12/2022,"14,600.0","14,600.0","14,600.0","14,600.0",0.10K,-9.88%
19/12/2022,"16,200.0","16,300.0","16,300.0","13,500.0",2.00K,8.72%
16/12/2022,"14,900.0","15,700.0","15,700.0","13,000.0",2.30K,4.20%
15/12/2022,"14,300.0","13,000.0","14,300.0","13,000.0",1.70K,10.00%
06/12/2022,"13,000.0","13,000.0","13,000.0","13,000.0",0.10K,-9.09%
01/12/2022,"14,300.0","14,300.0","14,300.0","14,300.0",0.10K,10.00%
30/11/2022,"13,000.0","13,000.0","13,000.0","13,000.0",0.10K,3.17%
28/11/2022,"12,600.0","12,600.0","12,600.0","12,600.0",1.70K,0.00%
25/11/2022,"12,600.0","12,500.0","12,600.0","12,500.0",0.80K,0.80%
18/11/2022,"12,500.0","12,500.0","12,500.0","12,500.0",1.00K,-0.79%
10/11/2022,"12,600.0","12,600.0","12,600.0","12,500.0",1.40K,-3.08%
09/11/2022,"13,000.0","13,000.0","13,100.0","13,000.0",2.90K,0.00%
07/11/2022,"13,000.0","11,700.0","13,000.0","11,700.0",2.10K,1.56%
04/11/2022,"12,800.0","12,700.0","12,800.0","12,700.0",3.30K,9.40%
03/11/2022,"11,700.0","11,700.0","11,700.0","11,700.0",0.40K,-10.00%
01/11/2022,"13,000.0","13,000.0","13,000.0","13,000.0",0.18K,4.00%
28/10/2022,"12,500.0","12,500.0","12,500.0","12,500.0",0.10K,-9.42%
26/10/2022,"13,800.0","13,700.0","13,800.0","13,700.0",0.70K,0.73%
24/10/2022,"13,700.0","12,400.0","13,700.0","12,400.0",0.30K,2.24%
21/10/2022,"13,400.0","13,400.0","13,400.0","13,400.0",0.10K,-9.46%
20/10/2022,"14,800.0","12,700.0","14,800.0","12,700.0",0.30K,5.71%
19/10/2022,"14,000.0","12,700.0","14,000.0","12,700.0",5.90K,-0.71%
18/10/2022,"14,100.0","14,000.0","14,100.0","14,000.0",14.30K,3.68%
17/10/2022,"13,600.0","13,600.0","13,600.0","13,600.0",0.10K,9.68%
12/10/2022,"12,400.0","12,400.0","12,400.0","12,400.0",0.10K,-9.49%
11/10/2022,"13,700.0","12,200.0","13,700.0","12,200.0",0.20K,1.48%
07/10/2022,"13,500.0","13,500.0","13,500.0","13,500.0",1.00K,1.50%
05/10/2022,"13,300.0","13,300.0","13,300.0","13,300.0",0.10K,-9.52%
29/09/2022,"14,700.0","14,700.0","14,700.0","14,700.0",0.40K,0.68%
21/09/2022,"14,600.0","14,600.0","14,600.0","14,600.0",0.10K,8.96%
19/09/2022,"13,400.0","13,400.0","13,400.0","13,400.0",0.10K,-9.46%
16/09/2022,"14,800.0","14,800.0","14,800.0","14,800.0",0.20K,-9.76%
13/09/2022,"16,400.0","16,400.0","16,400.0","16,400.0",0.30K,9.33%
12/09/2022,"15,000.0","14,100.0","15,000.0","14,100.0",0.80K,7.14%
08/09/2022,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,2.94%
06/09/2022,"13,600.0","13,600.0","13,600.0","13,600.0",0.10K,3.82%
22/08/2022,"13,100.0","13,100.0","13,100.0","13,100.0",0.10K,-9.66%
19/08/2022,"14,500.0","13,100.0","14,500.0","13,100.0",0.20K,0.00%
17/08/2022,"14,500.0","14,500.0","14,500.0","14,500.0",3.00K,2.84%
15/08/2022,"14,100.0","14,100.0","14,100.0","14,100.0",0.10K,0.00%
11/08/2022,"14,100.0","12,700.0","14,100.0","12,700.0",0.70K,0.00%
09/08/2022,"14,100.0","14,100.0","14,100.0","14,100.0",0.11K,9.30%
01/08/2022,"12,900.0","12,900.0","12,900.0","12,900.0",0.10K,9.32%
28/07/2022,"11,800.0","14,300.0","14,300.0","11,800.0",2.10K,-9.23%
08/07/2022,"13,000.0","13,000.0","13,000.0","13,000.0",0.10K,-9.72%
07/07/2022,"14,400.0","14,400.0","14,400.0","14,400.0",0.10K,-10.00%
06/07/2022,"16,000.0","13,500.0","16,000.0","13,500.0",0.20K,6.67%
29/06/2022,"15,000.0","13,500.0","15,000.0","13,500.0",0.30K,0.00%
20/06/2022,"15,000.0","15,000.0","15,000.0","15,000.0",0.30K,0.00%
03/06/2022,"15,000.0","15,000.0","15,000.0","15,000.0",0.10K,1.35%
02/06/2022,"14,800.0","14,800.0","14,800.0","14,800.0",0.30K,9.63%
30/05/2022,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,9.76%
25/05/2022,"12,300.0","12,300.0","12,300.0","12,300.0",0.10K,-8.89%
24/05/2022,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,-10.00%
23/05/2022,"15,000.0","13,500.0","15,000.0","13,500.0",0.20K,0.00%
13/05/2022,"15,000.0","13,100.0","15,000.0","13,100.0",0.20K,3.45%
12/05/2022,"14,500.0","14,500.0","14,500.0","14,500.0",1.00K,-9.38%
09/05/2022,"16,000.0","16,000.0","16,000.0","16,000.0",0.30K,0.00%
06/05/2022,"16,000.0","15,500.0","16,000.0","15,500.0",0.60K,6.67%
05/05/2022,"15,000.0","14,900.0","15,000.0","14,900.0",0.30K,-9.09%
04/05/2022,"16,500.0","16,500.0","16,500.0","16,500.0",0.10K,-1.20%
29/04/2022,"16,700.0","14,000.0","17,000.0","14,000.0",5.70K,7.74%
28/04/2022,"15,500.0","15,500.0","15,500.0","15,500.0",,2.65%
21/04/2022,"15,100.0","15,500.0","16,500.0","15,000.0",2.00K,-8.48%
18/04/2022,"16,500.0","16,500.0","16,500.0","16,500.0",1.80K,0.00%
14/04/2022,"16,500.0","16,500.0","16,500.0","16,500.0",2.00K,0.00%
06/04/2022,"16,500.0","16,500.0","16,500.0","16,500.0",0.23K,0.00%
01/04/2022,"16,500.0","14,400.0","16,500.0","14,400.0",0.20K,4.43%
28/03/2022,"15,800.0","15,800.0","15,800.0","15,800.0",0.10K,-1.86%
25/03/2022,"16,100.0","16,100.0","16,100.0","16,100.0",1.80K,0.63%
24/03/2022,"16,000.0","14,400.0","16,300.0","14,400.0",5.50K,0.00%
23/03/2022,"16,000.0","16,100.0","16,100.0","16,000.0",1.30K,0.63%
22/03/2022,"15,900.0","15,900.0","15,900.0","15,900.0",0.80K,0.00%
21/03/2022,"15,900.0","15,900.0","16,000.0","15,800.0",3.80K,0.00%
18/03/2022,"15,900.0","15,500.0","16,400.0","15,500.0",0.40K,2.58%
16/03/2022,"15,500.0","14,200.0","15,500.0","14,200.0",0.20K,-1.27%
11/03/2022,"15,700.0","15,500.0","15,700.0","15,500.0",0.23K,1.29%
10/03/2022,"15,500.0","15,600.0","15,800.0","15,500.0",1.00K,-0.64%
09/03/2022,"15,600.0","15,700.0","15,700.0","15,600.0",0.50K,0.65%
04/03/2022,"15,500.0","15,500.0","15,500.0","15,500.0",0.10K,2.65%
28/02/2022,"15,100.0","15,100.0","15,100.0","15,100.0",0.10K,5.59%
25/02/2022,"14,300.0","14,300.0","14,300.0","14,300.0",0.10K,2.14%
24/02/2022,"14,000.0","14,000.0","14,000.0","14,000.0",0.50K,-1.41%
23/02/2022,"14,200.0","14,200.0","14,200.0","14,200.0",0.10K,0.00%
22/02/2022,"14,200.0","16,000.0","16,000.0","14,200.0",0.30K,-5.33%
18/02/2022,"15,000.0","15,000.0","15,000.0","15,000.0",0.60K,-4.46%
14/02/2022,"15,700.0","15,700.0","15,700.0","15,700.0",0.50K,0.00%
09/02/2022,"15,700.0","15,700.0","15,700.0","15,700.0",0.20K,0.00%
27/01/2022,"15,700.0","15,700.0","15,700.0","15,700.0",0.10K,0.00%
20/01/2022,"15,700.0","15,700.0","15,700.0","15,700.0",0.30K,8.28%
17/01/2022,"14,500.0","14,400.0","14,500.0","14,400.0",0.70K,-9.38%
14/01/2022,"16,000.0","16,000.0","16,000.0","16,000.0",0.20K,7.38%
11/01/2022,"14,900.0","14,900.0","14,900.0","14,900.0",0.20K,0.00%
10/01/2022,"14,900.0","15,100.0","15,100.0","14,900.0",0.90K,7.97%
07/01/2022,"13,800.0","13,800.0","13,800.0","13,800.0",0.10K,-8.00%
31/12/2021,"15,000.0","15,100.0","15,100.0","15,000.0",0.50K,5.63%
30/12/2021,"14,200.0","14,200.0","14,200.0","14,200.0",0.10K,1.43%
29/12/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,0.00%
28/12/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,0.72%
27/12/2021,"13,900.0","14,100.0","14,100.0","13,900.0",8.60K,-1.42%
24/12/2021,"14,100.0","14,100.0","14,100.0","14,100.0",0.30K,0.71%
23/12/2021,"14,000.0","14,800.0","15,000.0","13,600.0",1.40K,-7.28%
22/12/2021,"15,100.0","14,600.0","15,100.0","14,600.0",0.90K,4.86%
21/12/2021,"14,400.0","14,400.0","14,400.0","14,400.0",0.10K,-10.00%
17/12/2021,"16,000.0","16,000.0","16,000.0","16,000.0",0.15K,0.00%
16/12/2021,"16,000.0","16,000.0","16,000.0","16,000.0",0.10K,0.00%
06/12/2021,"16,000.0","16,000.0","16,000.0","16,000.0",0.10K,-5.33%
03/12/2021,"16,900.0","17,000.0","17,000.0","16,900.0",0.25K,1.20%
29/11/2021,"16,700.0","16,500.0","16,700.0","16,500.0",0.30K,7.74%
26/11/2021,"15,500.0","15,300.0","15,500.0","15,300.0",0.50K,-8.28%
25/11/2021,"16,900.0","17,000.0","17,000.0","16,900.0",0.30K,0.00%
24/11/2021,"16,900.0","16,800.0","16,900.0","16,800.0",0.20K,0.00%
23/11/2021,"16,900.0","16,100.0","17,000.0","16,100.0",0.30K,-5.06%
17/11/2021,"17,800.0","17,800.0","17,800.0","17,800.0",0.10K,4.71%
16/11/2021,"17,000.0","17,000.0","17,000.0","17,000.0",1.30K,-5.56%
08/11/2021,"18,000.0","17,800.0","18,000.0","17,800.0",0.60K,0.56%
05/11/2021,"17,900.0","16,200.0","17,900.0","16,200.0",0.40K,0.00%
01/11/2021,"17,900.0","17,700.0","17,900.0","17,700.0",0.40K,0.00%
28/10/2021,"17,900.0","17,900.0","17,900.0","17,900.0",0.10K,8.48%
26/10/2021,"16,500.0","16,500.0","16,500.0","16,500.0",0.10K,-6.78%
25/10/2021,"17,700.0","17,700.0","17,700.0","17,700.0",0.60K,-9.69%
15/10/2021,"19,600.0","18,000.0","19,600.0","17,800.0",1.20K,-0.51%
11/10/2021,"19,700.0","17,300.0","19,700.0","17,200.0",0.50K,4.23%
08/10/2021,"18,900.0","18,900.0","18,900.0","18,900.0",0.50K,-10.00%
07/10/2021,"21,000.0","19,200.0","21,000.0","17,500.0",2.30K,9.38%
06/10/2021,"19,200.0","17,400.0","19,200.0","17,400.0",0.22K,-0.52%
05/10/2021,"19,300.0","15,900.0","19,300.0","15,900.0",0.20K,9.66%
04/10/2021,"17,600.0","17,600.0","17,600.0","17,600.0",1.00K,-6.88%
29/09/2021,"18,900.0","18,900.0","18,900.0","18,900.0",0.20K,-10.00%
28/09/2021,"21,000.0","18,900.0","21,000.0","18,900.0",0.30K,0.48%
27/09/2021,"20,900.0","18,900.0","21,200.0","18,900.0",1.40K,-0.48%
24/09/2021,"21,000.0","18,000.0","21,000.0","18,000.0",1.60K,5.00%
23/09/2021,"20,000.0","19,300.0","20,000.0","17,600.0",1.60K,3.63%
22/09/2021,"19,300.0","17,500.0","19,300.0","17,400.0",0.98K,0.00%
21/09/2021,"19,300.0","18,500.0","19,300.0","16,800.0",2.30K,4.32%
20/09/2021,"18,500.0","16,500.0","18,500.0","16,500.0",0.80K,2.78%
17/09/2021,"18,000.0","18,000.0","18,000.0","16,600.0",0.70K,8.43%
16/09/2021,"16,600.0","16,600.0","16,600.0","16,600.0",1.40K,9.93%
15/09/2021,"15,100.0","15,100.0","15,100.0","15,100.0",0.10K,0.00%
08/09/2021,"15,100.0","15,100.0","15,100.0","15,100.0",0.60K,9.42%
07/09/2021,"13,800.0","13,800.0","13,800.0","13,800.0",0.10K,-1.43%
31/08/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.60K,0.00%
06/08/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,0.00%
04/08/2021,"14,000.0","14,000.0","14,000.0","14,000.0",2.40K,0.00%
03/08/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,2.94%
02/08/2021,"13,600.0","13,600.0","13,600.0","13,600.0",1.30K,-7.48%
27/07/2021,"14,700.0","14,700.0","14,700.0","14,700.0",0.20K,0.00%
23/07/2021,"14,700.0","14,700.0","14,700.0","14,700.0",0.20K,5.76%
21/07/2021,"13,900.0","13,800.0","14,500.0","13,800.0",0.50K,-0.71%
12/07/2021,"14,000.0","14,000.0","14,000.0","14,000.0",1.80K,0.00%
30/06/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.70K,0.00%
24/06/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,2.19%
18/06/2021,"13,700.0","13,600.0","14,000.0","13,600.0",1.40K,1.48%
16/06/2021,"13,500.0","13,500.0","13,500.0","13,500.0",2.00K,-2.88%
11/06/2021,"13,900.0","13,900.0","13,900.0","13,900.0",0.80K,2.21%
10/06/2021,"13,600.0","13,500.0","13,600.0","13,500.0",0.80K,0.74%
04/06/2021,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,-3.57%
28/05/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,3.70%
25/05/2021,"13,500.0","13,500.0","13,500.0","13,500.0",0.30K,2.27%
13/05/2021,"13,200.0","14,000.0","14,000.0","13,200.0",0.20K,-3.65%
11/05/2021,"13,700.0","13,700.0","13,700.0","13,700.0",0.10K,-6.16%
10/05/2021,"14,600.0","14,000.0","14,600.0","14,000.0",0.30K,7.35%
07/05/2021,"13,600.0","14,700.0","14,700.0","13,500.0",0.80K,0.00%
06/05/2021,"13,600.0","13,800.0","13,800.0","13,600.0",0.91K,-0.73%
05/05/2021,"13,700.0","13,500.0","13,800.0","13,500.0",0.30K,-6.16%
04/05/2021,"14,600.0","14,200.0","14,600.0","14,200.0",0.80K,9.77%
29/04/2021,"13,300.0","13,942.0","14,401.0","13,300.0",2.40K,1.40%
27/04/2021,"13,117.0","13,117.0","13,117.0","13,117.0",0.20K,3.63%
26/04/2021,"12,658.0","13,850.0","13,850.0","12,658.0",0.50K,-16.17%
23/04/2021,"15,100.0","15,000.0","15,100.0","15,000.0",0.30K,4.14%
22/04/2021,"14,500.0","14,500.0","14,500.0","14,500.0",0.50K,3.57%
20/04/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.50K,1.45%
19/04/2021,"13,800.0","15,000.0","15,000.0","13,600.0",1.21K,-8.61%
16/04/2021,"15,100.0","15,100.0","15,200.0","15,100.0",1.50K,0.00%
15/04/2021,"15,100.0","15,000.0","15,100.0","15,000.0",0.50K,0.67%
14/04/2021,"15,000.0","15,000.0","15,000.0","15,000.0",0.10K,4.17%
13/04/2021,"14,400.0","14,400.0","14,400.0","14,400.0",0.40K,0.70%
05/04/2021,"14,300.0","14,300.0","14,300.0","14,300.0",0.10K,2.14%
02/04/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.10K,1.45%
30/03/2021,"13,800.0","13,800.0","13,800.0","13,800.0",1.30K,2.22%
19/03/2021,"13,500.0","13,500.0","13,500.0","13,500.0",2.00K,-3.57%
16/03/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.21K,-7.28%
15/03/2021,"15,100.0","15,100.0","15,100.0","15,100.0",1.60K,0.67%
10/03/2021,"15,000.0","15,000.0","15,000.0","15,000.0",1.30K,-3.23%
09/03/2021,"15,500.0","15,500.0","15,500.0","15,500.0",0.12K,7.64%
04/03/2021,"14,400.0","14,400.0","14,400.0","14,400.0",0.40K,2.86%
01/03/2021,"14,000.0","13,500.0","14,000.0","13,500.0",0.20K,0.00%
25/02/2021,"14,000.0","14,000.0","14,000.0","14,000.0",0.42K,3.70%
19/02/2021,"13,500.0","13,000.0","13,500.0","13,000.0",0.60K,0.00%
28/01/2021,"13,500.0","13,500.0","13,500.0","13,500.0",0.20K,-1.46%
27/01/2021,"13,700.0","14,000.0","14,000.0","13,700.0",2.00K,-8.67%
19/01/2021,"15,000.0","15,700.0","15,700.0","15,000.0",0.60K,-6.25%
14/01/2021,"16,000.0","15,000.0","16,000.0","15,000.0",2.10K,6.67%
13/01/2021,"15,000.0","15,000.0","15,000.0","15,000.0",0.20K,5.63%
12/01/2021,"14,200.0","14,400.0","14,400.0","14,200.0",1.30K,-1.39%
11/01/2021,"14,400.0","15,400.0","15,400.0","14,400.0",0.20K,-0.69%
31/12/2020,"14,500.0","12,600.0","14,500.0","12,600.0",0.27K,6.62%
23/12/2020,"13,600.0","13,500.0","13,600.0","13,500.0",0.20K,0.74%
22/12/2020,"13,500.0","11,800.0","13,500.0","11,800.0",0.20K,3.85%
16/12/2020,"13,000.0","13,000.0","13,000.0","13,000.0",0.10K,-0.76%
15/12/2020,"13,100.0","13,100.0","13,100.0","13,100.0",0.15K,0.00%
14/12/2020,"13,100.0","13,100.0","13,100.0","13,100.0",0.10K,0.77%
10/12/2020,"13,000.0","12,100.0","13,000.0","12,100.0",19.70K,8.33%
09/12/2020,"12,000.0","12,000.0","12,000.0","12,000.0",0.40K,-7.69%
08/12/2020,"13,000.0","13,000.0","13,000.0","13,000.0",1.10K,-5.11%
04/12/2020,"13,700.0","13,700.0","13,700.0","13,700.0",0.10K,1.48%
30/11/2020,"13,500.0","13,100.0","13,500.0","13,100.0",1.00K,8.00%
26/11/2020,"12,500.0","11,300.0","12,500.0","11,300.0",0.21K,0.00%
23/11/2020,"12,500.0","12,500.0","12,500.0","12,500.0",0.10K,-8.09%
18/11/2020,"13,600.0","13,700.0","13,700.0","13,600.0",10.10K,0.00%
13/11/2020,"13,600.0","11,800.0","13,600.0","11,800.0",0.20K,3.82%
10/11/2020,"13,100.0","13,100.0","13,100.0","13,100.0",0.10K,-9.66%
21/10/2020,"14,500.0","14,500.0","14,500.0","14,500.0",0.10K,7.41%
20/10/2020,"13,500.0","13,600.0","13,600.0","13,500.0",0.20K,5.47%
15/10/2020,"12,800.0","12,800.0","12,800.0","12,800.0",0.10K,-5.19%
13/10/2020,"13,500.0","13,500.0","13,500.0","13,500.0",0.50K,2.27%
09/10/2020,"13,200.0","13,200.0","13,200.0","13,200.0",0.20K,0.00%
06/10/2020,"13,200.0","13,600.0","13,600.0","13,200.0",0.75K,-2.94%
30/09/2020,"13,600.0","13,600.0","13,600.0","13,600.0",0.90K,0.00%
23/09/2020,"13,600.0","13,600.0","13,600.0","13,600.0",0.11K,-1.45%
21/09/2020,"13,800.0","13,800.0","13,800.0","13,800.0",0.50K,1.47%
17/09/2020,"13,600.0","12,700.0","13,600.0","12,700.0",0.40K,-2.86%
08/09/2020,"14,000.0","13,900.0","14,000.0","13,900.0",1.55K,1.45%
07/09/2020,"13,800.0","13,800.0","13,800.0","13,800.0",1.40K,-9.80%
04/09/2020,"15,300.0","15,300.0","15,300.0","15,300.0",0.10K,-10.00%
31/08/2020,"17,000.0","17,000.0","17,000.0","17,000.0",0.10K,0.00%
28/08/2020,"17,000.0","17,000.0","17,000.0","17,000.0",0.10K,9.68%
21/08/2020,"15,500.0","15,500.0","15,500.0","15,500.0",0.10K,-1.27%
11/08/2020,"15,700.0","15,700.0","15,700.0","15,700.0",0.10K,0.32%
23/06/2020,"15,650.0","15,650.0","15,650.0","15,650.0",0.40K,-7.40%
22/06/2020,"16,900.0","16,900.0","16,900.0","16,900.0",0.51K,0.60%
15/06/2020,"16,800.0","16,800.0","16,800.0","16,800.0",0.10K,-0.59%
08/06/2020,"16,900.0","16,900.0","16,900.0","16,900.0",2.20K,6.29%
27/05/2020,"15,900.0","15,900.0","15,900.0","15,900.0",0.10K,6.00%
22/04/2020,"15,000.0","15,000.0","15,000.0","15,000.0",1.00K,0.00%
17/04/2020,"15,000.0","15,000.0","15,000.0","15,000.0",44.80K,4.17%
10/04/2020,"14,400.0","14,400.0","14,400.0","14,400.0",1.00K,8.27%
08/04/2020,"13,300.0","13,300.0","13,300.0","13,300.0",1.00K,-9.52%
03/04/2020,"14,700.0","14,700.0","14,700.0","14,700.0",0.20K,0.00%
31/03/2020,"14,700.0","14,700.0","14,700.0","14,700.0",0.10K,-9.82%
30/03/2020,"16,300.0","16,300.0","16,300.0","16,300.0",0.10K,9.40%
25/03/2020,"14,900.0","14,900.0","14,900.0","14,900.0",0.10K,9.56%
20/03/2020,"13,600.0","11,200.0","13,600.0","11,200.0",0.30K,9.68%
17/03/2020,"12,400.0","12,400.0","12,400.0","12,400.0",0.10K,-9.49%
12/03/2020,"13,700.0","12,500.0","13,700.0","12,500.0",1.40K,9.60%
11/03/2020,"12,500.0","12,500.0","12,500.0","12,500.0",0.10K,5.93%
10/03/2020,"11,800.0","11,800.0","11,800.0","11,800.0",0.10K,-9.23%
09/03/2020,"13,000.0","13,500.0","13,500.0","13,000.0",3.50K,-3.70%
25/02/2020,"13,500.0","13,500.0","13,500.0","13,500.0",0.52K,-6.90%
17/02/2020,"14,500.0","14,500.0","14,500.0","14,500.0",1.00K,-6.45%
14/02/2020,"15,500.0","15,500.0","15,500.0","15,500.0",0.10K,-8.28%
11/02/2020,"16,900.0","16,900.0","16,900.0","16,900.0",0.11K,-9.63%
10/02/2020,"18,700.0","18,700.0","18,700.0","18,700.0",0.10K,-9.66%
07/02/2020,"20,700.0","20,700.0","20,700.0","20,700.0",0.10K,-9.61%
06/02/2020,"22,900.0","25,400.0","25,400.0","22,900.0",0.20K,-9.84%
04/02/2020,"25,400.0","25,400.0","25,400.0","25,400.0",0.10K,8.55%
03/02/2020,"23,400.0","23,400.0","23,400.0","23,400.0",0.10K,8.84%
30/01/2020,"21,500.0","21,500.0","21,500.0","21,500.0",0.10K,9.69%
22/01/2020,"19,600.0","19,600.0","19,600.0","19,600.0",0.10K,9.50%
21/01/2020,"17,900.0","17,900.0","17,900.0","17,900.0",0.10K,0.00%
20/01/2020,"17,900.0","17,900.0","17,900.0","17,900.0",0.20K,2.87%
17/01/2020,"17,400.0","17,400.0","17,400.0","17,400.0",0.10K,-2.25%
16/01/2020,"17,800.0","17,800.0","17,800.0","17,800.0",0.10K,-0.56%
15/01/2020,"17,900.0","17,900.0","17,900.0","17,900.0",0.10K,-0.56%
14/01/2020,"18,000.0","18,000.0","18,000.0","18,000.0",0.10K,6.51%
13/01/2020,"16,900.0","14,700.0","16,900.0","14,700.0",0.24K,3.68%
10/01/2020,"16,300.0","16,300.0","16,300.0","16,300.0",0.10K,9.40%
09/01/2020,"14,900.0","14,900.0","14,900.0","14,900.0",0.10K,3.47%
08/01/2020,"14,400.0","12,600.0","14,400.0","12,600.0",0.20K,6.67%
17/12/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,-10.00%
11/12/2019,"15,000.0","14,500.0","15,000.0","14,500.0",0.50K,9.49%
04/12/2019,"13,700.0","13,700.0","13,700.0","13,700.0",1.30K,0.00%
03/12/2019,"13,700.0","13,100.0","14,500.0","13,100.0",2.63K,-5.52%
02/12/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.30K,0.00%
14/11/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.20K,0.00%
31/10/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.30K,0.69%
22/10/2019,"14,400.0","14,400.0","14,400.0","14,400.0",0.90K,-0.69%
10/10/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.50K,0.00%
09/10/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.53K,0.00%
03/10/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.20K,7.41%
09/09/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.50K,-7.53%
14/08/2019,"14,600.0","14,700.0","14,700.0","14,600.0",4.50K,0.00%
13/08/2019,"14,600.0","14,500.0","14,600.0","14,500.0",10.60K,4.29%
05/08/2019,"14,000.0","14,000.0","14,000.0","13,100.0",5.20K,-3.45%
01/08/2019,"14,500.0","14,500.0","14,500.0","14,500.0",0.20K,-2.68%
29/07/2019,"14,900.0","14,900.0","14,900.0","14,900.0",4.10K,-9.70%
04/07/2019,"16,500.0","16,500.0","16,500.0","16,500.0",0.10K,5.10%
03/07/2019,"15,700.0","15,700.0","15,700.0","15,700.0",0.10K,9.03%
24/06/2019,"14,400.0","15,700.0","15,700.0","14,400.0",3.70K,-9.43%
17/06/2019,"15,900.0","15,900.0","15,900.0","15,900.0",0.20K,9.66%
13/06/2019,"14,500.0","15,500.0","15,500.0","13,500.0",1.00K,0.00%
12/06/2019,"14,500.0","14,000.0","14,500.0","14,000.0",0.30K,5.84%
11/06/2019,"13,700.0","13,700.0","13,700.0","13,700.0",0.10K,9.60%
10/06/2019,"12,500.0","12,500.0","12,500.0","12,500.0",0.10K,-8.76%
07/06/2019,"13,700.0","13,700.0","13,700.0","13,700.0",1.80K,-9.87%
06/06/2019,"15,200.0","15,200.0","15,200.0","15,200.0",0.10K,-9.52%
31/05/2019,"16,800.0","13,800.0","16,800.0","13,800.0",0.20K,9.80%
30/05/2019,"15,300.0","15,300.0","15,300.0","15,300.0",0.20K,-9.47%
24/05/2019,"16,900.0","15,900.0","16,900.0","15,900.0",0.20K,-3.98%
20/05/2019,"17,600.0","17,600.0","17,600.0","17,600.0",0.10K,10.00%
15/05/2019,"16,000.0","16,000.0","16,000.0","16,000.0",0.20K,3.23%
14/05/2019,"15,500.0","13,100.0","15,500.0","13,100.0",0.40K,8.39%
13/05/2019,"14,300.0","14,300.0","14,300.0","14,300.0",1.00K,-9.49%
10/05/2019,"15,800.0","15,800.0","15,800.0","15,800.0",0.10K,7.48%
09/05/2019,"14,700.0","13,300.0","14,700.0","13,300.0",7.70K,0.34%
08/05/2019,"14,650.0","14,650.0","14,650.0","14,650.0",1.00K,-5.88%
07/05/2019,"15,566.0","15,566.0","15,566.0","15,566.0",0.10K,-0.58%
06/05/2019,"15,657.0","18,221.0","18,221.0","15,657.0",1.00K,-10.00%
03/05/2019,"17,397.0","17,397.0","17,397.0","17,397.0",0.10K,2.70%
02/05/2019,"16,939.0","16,481.0","16,939.0","16,481.0",0.20K,-0.94%
26/04/2019,"17,100.0","18,000.0","18,000.0","17,100.0",4.40K,-10.00%
23/04/2019,"19,000.0","18,300.0","19,000.0","18,300.0",0.30K,5.56%
19/04/2019,"18,000.0","18,000.0","18,000.0","18,000.0",0.10K,5.88%
18/04/2019,"17,000.0","17,000.0","17,000.0","17,000.0",1.00K,6.25%
17/04/2019,"16,000.0","16,000.0","16,000.0","16,000.0",0.10K,2.56%
16/04/2019,"15,600.0","16,000.0","16,000.0","15,500.0",2.20K,0.65%
12/04/2019,"15,500.0","15,500.0","15,500.0","15,500.0",0.20K,8.39%
11/04/2019,"14,300.0","14,000.0","14,300.0","14,000.0",1.30K,10.00%
10/04/2019,"13,000.0","13,000.0","13,000.0","13,000.0",0.10K,9.24%
09/04/2019,"11,900.0","11,900.0","11,900.0","11,900.0",0.10K,9.17%
01/04/2019,"10,900.0","10,900.0","10,900.0","10,900.0",0.20K,-9.92%
29/03/2019,"12,100.0","12,100.0","12,100.0","12,100.0",0.60K,10.00%
25/03/2019,"11,000.0","11,000.0","11,000.0","11,000.0",0.10K,-9.84%
21/03/2019,"12,200.0","12,200.0","12,200.0","12,200.0",0.10K,-9.63%
